college,course,quota,category,min_rank,cutoff_rank
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (E.N.T.),AI,SC,41290,41290
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (E.N.T.),AI,ST,65160,65160
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (GENERAL SURGERY),AI,EWS,14155,14155
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (GENERAL SURGERY),AI,General,10179,10286
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (GENERAL SURGERY),AI,OBC,15680,15939
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (GENERAL SURGERY),AI,ST,36042,36042
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (OPHTHALMOLOGY),AI,General,11876,11876
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (OPHTHALMOLOGY),AI,OBC,19345,19345
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (OPHTHALMOLOGY),AI,SC,38456,38456
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",M.S. (ORTHOPAEDICS),AI,General,9501,10590
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",MD/MS (Anatomy),AI,General,104645,104645
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",MD/MS (Anatomy),AI,OBC,130683,130683
"Govt. Medical College, Jammu,Govt. Medical College, Bakshi Nagar, Jamu, Jammu And Kashmir, 180001",MD/MS (Anatomy),AI,SC,187101,187101
"Govt. Medical College,Govt. Medical College, B-5 Medical Enclave, Maheshpura Bakshi Nagar, Jammu, Jammu And Kashmir, 180001",(NBEMS) BIOCHEMISTRY,AD,General,72870,72870
"Govt. Medical College,Govt. Medical College, B-5 Medical Enclave, Maheshpura Bakshi Nagar, Jammu, Jammu And Kashmir, 180001",(NBEMS) BIOCHEMISTRY,AD,SC,161712,161712
"Govt. Medical College,Govt. Medical College, B-5 Medical Enclave, Maheshpura Bakshi Nagar, Jammu, Jammu And Kashmir, 180001",(NBEMS) Hospital Administration,AD,OBC,50391,50391
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan",(NBEMS) ANAESTHESIOLOGY,AD,EWS,27906,27906
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan",(NBEMS) ORTHOPAEDICS,AD,EWS,16996,16996
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan",(NBEMS) Obstetrics and Gynaecology,AD,ST,44682,56246
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan",(NBEMS) Otorhinolaryngology (E.N.T.),AD,General,16431,17476
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) ANAESTHESIOLOGY,AD,EWS,30525,30525
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) Emergency Medicine,AD,General,19719,19719
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) FAMILY MEDICINE,AD,OBC,31001,31001
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) GENERAL MEDICINE,AD,SC,21560,21560
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) GENERAL SURGERY,AD,OBC,17991,17991
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) ORTHOPAEDICS,AD,EWS,19394,19394
"Govt. R. D. B. P. Jaipuria Hospital, Rajasthan,(Attached with RUHS College of Medical Sciences), Milap Nagar, Tonk Road, Jaipur, Rajasthan- 302018",(NBEMS) PAEDIATRICS,AD,General,8523,8523
"Grant Medical College, Maharashtra",M.D. (ANAESTHESIOLOGY ),AI,EWS,15449,15449
"Grant Medical College, Maharashtra",M.D. (ANAESTHESIOLOGY ),AI,General,9563,13725
"Grant Medical College, Maharashtra",M.D. (ANAESTHESIOLOGY ),AI,OBC,13856,16081
"Grant Medical College, Maharashtra",M.D. (ANAESTHESIOLOGY ),AI,SC,29031,29031
"Grant Medical College, Maharashtra",M.D. (BIOCHEMISTRY),AI,OBC,65173,74567
"Grant Medical College, Maharashtra",M.D. (BIOCHEMISTRY),AI,SC,91753,91753
"Grant Medical College, Maharashtra","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,EWS,1288,1288
"Grant Medical College, Maharashtra","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,615,1115
"Grant Medical College, Maharashtra","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,2012,2012
"Grant Medical College, Maharashtra",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),AI,OBC,13258,13258
"Grant Medical College, Maharashtra",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),AI,SC,23254,23254
"Grant Medical College, Maharashtra",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),AI,ST,44860,44860
"Grant Medical College, Maharashtra",M.D. (FORENSIC MEDICINE),AI,General,29716,60164
"Grant Medical College, Maharashtra",M.D. (FORENSIC MEDICINE),AI,OBC,49299,71360
"Grant Medical College, Maharashtra",M.D. (FORENSIC MEDICINE),AI,SC,69147,74430
"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),AI,EWS,966,1443
"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),AI,General,311,482
"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),AI,OBC,989,2039
"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),AI,SC,1828,7377
"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),AI,ST,1192,13051
"Grant Medical College, Maharashtra",M.D. (MICROBIOLOGY),AI,EWS,79717,79717
"Grant Medical College, Maharashtra",M.D. (MICROBIOLOGY),AI,OBC,58663,63027
"Grant Medical College, Maharashtra",M.D. (MICROBIOLOGY),AI,SC,78307,78307
"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,2003,2509
"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,5162,5483
"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,11860,11860
"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,ST,19600,19600
"Grant Medical College, Maharashtra",M.D. (PAEDIATRICS),AI,General,3196,3196
"Grant Medical College, Maharashtra",M.D. (PAEDIATRICS),AI,OBC,4350,5416
"Grant Medical College, Maharashtra",M.D. (PATHOLOGY),AI,General,17525,18264
"Grant Medical College, Maharashtra",M.D. (PATHOLOGY),AI,OBC,17057,27483
"Grant Medical College, Maharashtra",M.D. (PATHOLOGY),AI,SC,51122,51122
"Grant Medical College, Maharashtra",M.D. (PATHOLOGY),AI,ST,47751,47751
"Grant Medical College, Maharashtra",M.D. (PHARMACOLOGY),AI,General,26915,32230
"Grant Medical College, Maharashtra",M.D. (PHARMACOLOGY),AI,OBC,41270,41270
"Grant Medical College, Maharashtra",M.D. (PHYSIOLOGY),AI,OBC,43683,43683
"Grant Medical College, Maharashtra",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,EWS,38465,41819
"Grant Medical College, Maharashtra",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,32591,32591
"Grant Medical College, Maharashtra",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,29768,34462
"Grant Medical College, Maharashtra",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,SC,64835,64835
"Grant Medical College, Maharashtra",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,ST,92459,92459
"Grant Medical College, Maharashtra",M.D. (PSYCHIATRY),AI,EWS,12361,12361
"Grant Medical College, Maharashtra",M.D. (PSYCHIATRY),AI,OBC,6406,14276
"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),AI,EWS,134,134
"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),AI,General,84,84
"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),AI,OBC PwD,71459,71459
"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),AI,SC,1083,1083
"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),AI,ST,7767,7767
"Grant Medical College, Maharashtra",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,OBC,7741,7741
"Grant Medical College, Maharashtra",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,AI,OBC,4132,35632
"Grant Medical College, Maharashtra",M.S. (E.N.T.),AI,EWS,15119,15119
"Grant Medical College, Maharashtra",M.S. (E.N.T.),AI,General,3498,3498
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,EWS,1873,1873
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,General,125,874
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,"General
PwD",65649,65649
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,OBC,612,2467
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,SC,2182,7108
"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),AI,ST,11507,11507
"Grant Medical College, Maharashtra",M.S. (OPHTHALMOLOGY),AI,General,5303,6038
"Grant Medical College, Maharashtra",M.S. (OPHTHALMOLOGY),AI,OBC,9471,9471
"Grant Medical College, Maharashtra",M.S. (OPHTHALMOLOGY),AI,SC,18992,18992
"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),AI,EWS,7919,7919
"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),AI,General,1923,2066
"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),AI,SC,18539,18539
"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDICS),AI,ST,30852,30852
"Grant Medical College, Maharashtra",MD/MS (Anatomy),AI,OBC,66772,110038
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,General,15422,15969
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,OBC,11099,20417
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,SC,37537,37665
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (ANAESTHESIOLOGY ),AI,ST,57450,57450
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (BIOCHEMISTRY),AI,General,47821,47821
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (BIOCHEMISTRY),AI,OBC,110482,110482
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,913,913
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,1484,1484
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),AI,SC,30396,30396
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (FORENSIC MEDICINE),AI,OBC,75284,75284
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (FORENSIC MEDICINE),AI,SC,110653,110653
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,EWS,1580,1580
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,General,522,522
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,OBC,2449,2898
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,SC,9353,9353
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (GENERAL MEDICINE),AI,ST,25331,25331
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (MICROBIOLOGY),AI,OBC,37825,37825
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (MICROBIOLOGY),AI,ST,101078,101078
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,EWS,7849,7849
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,3089,3128
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,5754,5754
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,SC,16812,16812
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,EWS,5877,5877
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,General,3300,3418
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,OBC,5609,5609
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PAEDIATRICS),AI,SC,18935,18935
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PATHOLOGY),AI,EWS,23829,44096
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PATHOLOGY),AI,General,23993,30248
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PATHOLOGY),AI,OBC,32456,35634
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PATHOLOGY),AI,SC,53361,56880
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PATHOLOGY),AI,ST,85763,85763
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PHYSIOLOGY),AI,General,62484,62484
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PHYSIOLOGY),AI,SC,137102,137102
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,General,35648,35648
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,32262,43364
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (PSYCHIATRY),AI,General,6240,6240
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (RADIO- DIAGNOSIS),AI,General,36,36
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,EWS,10116,10116
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,General,6260,6260
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,SC,20570,20570
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. GERIATRICS,AI,General,12033,12230
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,AI,OBC,14535,41952
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (E.N.T.),AI,EWS,17909,17909
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (E.N.T.),AI,General,7376,7376
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,EWS,2743,2743
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,OBC,4643,4643
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (GENERAL SURGERY),AI,OBC PwD,188488,188488
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (OPHTHALMOLOGY),AI,General,7095,7773
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (OPHTHALMOLOGY),AI,OBC,13069,13069
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (ORTHOPAEDICS),AI,General,3384,5399
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (ORTHOPAEDICS),AI,OBC,8204,8750
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",M.S. (ORTHOPAEDICS),AI,ST,52416,52416
"Grant Medical College, Maharashtra,Grant Medical College, Maharashtra, Maharashtra, 400008",MD/MS (Anatomy),AI,OBC,133141,133141
"Gujarat Institute of Mental Health Hospital,",(NBEMS) PSYCHIATRY,AD,General,13203,13203
"Gujarat Institute of Mental Health Hospital,",(NBEMS) PSYCHIATRY,AD,OBC,22578,22578
"Gujarat Institute of Mental Health Hospital,",(NBEMS) PSYCHIATRY,AD,ST PwD,118879,118879
"Gujarat Institute of Mental Health Hospital,Hospital for Mental Health, Outside Delhi Gate, Shahibug, Ahmedabad, Gujarat, 380004",(NBEMS) PSYCHIATRY,AD,General,10683,10683
"Gujarat Institute of Mental Health Hospital,Hospital for Mental Health, Outside Delhi Gate, Shahibug, Ahmedabad, Gujarat, 380004",(NBEMS) PSYCHIATRY,AD,SC,46985,46985
"Gujarat MRI Centre,",(NBEMS) RADIO- DIAGNOSIS,AD,General,2999,3227
"Gujarat MRI Centre,1ST FLOOR,SAMVED HOSPITAL,STADIUM COMMERCE COLLEGE ROAD,NAVRANGPURA,AHM EDABAD, Gujarat, 380009",(NBEMS) RADIO- DIAGNOSIS,AD,EWS,3168,3168
"Gujarat MRI Centre,1ST FLOOR,SAMVED HOSPITAL,STADIUM COMMERCE COLLEGE ROAD,NAVRANGPURA,AHM EDABAD, Gujarat, 380009",(NBEMS) RADIO- DIAGNOSIS,AD,General,4091,4091
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (ANAESTHESIOLOGY ),AI,General,17465,17465
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (ANAESTHESIOLOGY ),AI,OBC,19178,19178
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (BIOCHEMISTRY),AI,SC,113710,113710
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (GENERAL MEDICINE),AI,General,2218,2239
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (GENERAL MEDICINE),AI,OBC,3653,3653
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (MICROBIOLOGY),AI,OBC,70489,85018
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,3809,7379
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (PAEDIATRICS),AI,General,3847,3919
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (PATHOLOGY),AI,OBC,36339,36339
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (PHYSIOLOGY),AI,General,41427,41427
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (PHYSIOLOGY),AI,OBC,111112,111112
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,OBC,56710,56710
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.D. (RADIO- DIAGNOSIS),AI,SC PwD,127751,127751
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (GENERAL SURGERY),AI,General,8773,8773
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (GENERAL SURGERY),AI,SC,29738,29738
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (OPHTHALMOLOGY),AI,General,9882,9882
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (OPHTHALMOLOGY),AI,SC,41041,41041
"Gulbarga Institute Of Medical Sciences, Kalaburagi",M.S. (ORTHOPAEDICS),AI,ST,58596,58596
"Gulbarga Institute Of Medical Sciences, Kalaburagi",MD/MS (Anatomy),AI,OBC,70276,70276
"Gulbarga Institute Of Medical Sciences, Kalaburagi",MD/MS (Anatomy),AI,SC,128549,128549
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (ANAESTHESIOLOGY ),AI,General,20529,20529
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (ANAESTHESIOLOGY ),AI,OBC,23864,23864
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (BIOCHEMISTRY),AI,General,131239,131239
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (BIOCHEMISTRY),AI,OBC,119672,119672
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (FORENSIC MEDICINE),AI,EWS,162381,162381
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (FORENSIC MEDICINE),AI,OBC,103342,103342
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (GENERAL MEDICINE),AI,OBC,4968,4968
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (MICROBIOLOGY),AI,EWS,145630,145630
"Gulbarga Institute Of Medical Sciences, Kalaburagi,VEERESH NAGAR SEDAM ROAD KALABURAGI, Karnataka, 585105",M.D. (MICROBIOLOGY),AI,OBC,85938,85938
